# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 2 --numValues 2 --inactive 2 --incycles 20 --storevectors 0 --width 50 --tol 2.22045e-16\n --arnoldimethod explicit --power --relaxed 0.1 --residual --active 50 --acycles 200 --evectors 2 --evalues 2 --seed 0 --Iterations 10 --bins 75 -r --tracks 100000 -f RelaxedTracks/50mfp.t100000.dat  seed = 2571409780
# filename = RelaxedTracks/50mfp.t100000.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 2, seed = 0, width = 50, bins = 75, acycles = 200, incycles = 20, active = 50, inactive = 2, Iterations = 10, numValues = 2, relaxed = 0.1, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18           19            20           21           22            23           24           25            26           27           28           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   8.3333       0.023542     0.01384       8.3333       -0.00025191  -0.00032999   8.3333       -0.13483     0.0085657     8.3333       -0.00060346  0.00051357    5.7568E+06   0.0064054     5.7568E+06   0             5.7568E+06   0.99591      0.0011196     5.7568E+06   -0.0020201   0.00087539    5.7568E+06   0.98588      0.0021662     5.7568E+06   0.0020201    0.00039743    
   9            0.026761     0.014482      9            -0.00019274  -0.00045744   9            -0.12951     0.0084429     9            -0.00066273  0.0006745     6.0811E+06   0.014168      6.0811E+06   0             6.0811E+06   0.99597      0.0010234     6.0811E+06   -0.0018517   0.00081312    6.0811E+06   0.9856       0.0020019     6.0811E+06   0.0018517    0.00038357    
   9.6667       0.027489     0.014734      9.6667       -0.00053996  -0.00048586   9.6667       -0.12425     0.0081691     9.6667       -0.00022232  0.00091107    6.3856E+06   0.0028029     6.3856E+06   0             6.3856E+06   0.99641      0.0010272     6.3856E+06   -0.0017093   0.0007477     6.3856E+06   0.98511      0.0019051     6.3856E+06   0.0017093    0.00037688    
   10.333       0.027928     0.015257      10.333       -0.00070405  -0.00049758   10.333       -0.11887     0.0080214     10.333       0.0001781    0.0011211     6.6701E+06   0.010232      6.6701E+06   0             6.6701E+06   0.99653      0.00096053    6.6701E+06   -0.0015872   0.00070369    6.6701E+06   0.98494      0.0017748     6.6701E+06   0.0015872    0.00035976    
   11           0.030208     0.015325      11           -0.00071261  -0.000514     11           -0.10969     0.0078        11           0.00032242   0.001208      7.0095E+06   0.034053      7.0095E+06   0             7.0095E+06   0.99668      0.00090722    7.0095E+06   -0.0014814   0.00066469    7.0095E+06   0.98511      0.0016593     7.0095E+06   0.0014814    0.00032504    
   11.667       0.033006     0.015367      11.667       -3.5106E-05  -0.00063584   11.667       -0.10214     0.0078119     11.667       -0.00025014  0.001242      7.3195E+06   0.0065787     7.3195E+06   0             7.3195E+06   0.9962       0.00091071    7.3195E+06   -0.0013888   0.00053634    7.3195E+06   0.98397      0.0019059     7.3195E+06   0.0013888    0.00030074    
   12.333       0.037834     0.015682      12.333       -0.00018437  -0.00055191   12.333       -0.09115     0.0082623     12.333       3.3914E-05   0.001086      7.6966E+06   0.015124      7.6966E+06   0             7.6966E+06   0.99577      0.00091684    7.6966E+06   -0.0013071   0.00043552    7.6966E+06   0.98292      0.0020611     7.6966E+06   0.0013071    0.00028546    
   13           0.040605     0.015927      13           0.0010692    -0.00061241   13           -0.080804    0.0085184     13           -0.0011055   0.00083566    8.0363E+06   0.0044119     8.0363E+06   0             8.0363E+06   0.99559      0.00087159    8.0363E+06   -0.0012345   0.00039512    8.0363E+06   0.9817       0.002276      8.0363E+06   0.0012345    0.00026724    
   13.667       0.042658     0.015987      13.667       0.0011713    -0.00046513   13.667       -0.067436    0.0085806     13.667       -0.0011327   0.00057382    8.3811E+06   0.017085      8.3811E+06   0             8.3811E+06   0.99532      0.00085266    8.3811E+06   -0.0011695   0.0003426     8.3811E+06   0.98069      0.0023631     8.3811E+06   0.0013192    0.00019668    
   14.333       0.048243     0.016031      14.333       0.0011661    -0.00038017   14.333       -0.055043    0.0090225     14.333       -0.0010125   0.00043336    8.7585E+06   0.0046184     8.7585E+06   0             8.7585E+06   0.99525      0.00080921    8.7585E+06   -0.001111    0.00032086    8.7585E+06   0.97977      0.0024182     8.7585E+06   0.0012533    0.00019736    
   15           0.052703     0.016137      15           0.0010425    -0.0002946    15           -0.042779    0.0094205     15           -0.00072349  0.00033667    9.1904E+06   0.017144      9.1904E+06   0             9.1904E+06   0.9955       0.00080954    9.1904E+06   -0.0010581   0.00030695    9.1904E+06   0.97953      0.0023145     9.1904E+06   0.0011936    0.0001929     
   15.667       0.057216     0.015992      15.667       0.00010612   -7.2597E-05   15.667       -0.03085     0.010002      15.667       0.00033941   0.00013642    9.5595E+06   0.0081084     9.5595E+06   0             9.5595E+06   0.99542      0.00077357    9.5595E+06   -0.00101     0.00028778    9.5595E+06   0.97952      0.0022087     9.5595E+06   0.0011393    0.0001845     
   16.333       0.0611       0.015516      16.333       -0.00024026  -3.2155E-05   16.333       -0.016013    0.010559      16.333       0.00083113   0.00012848    9.9056E+06   0.0042384     9.9056E+06   0             9.9056E+06   0.99533      0.00074176    9.9056E+06   -0.00096611  0.00026951    9.9056E+06   0.97916      0.0021419     9.9056E+06   0.0010898    0.00018206    
   17           0.066248     0.015389      17           -0.0018619   0.00027997    17           -0.0025612   0.011341      17           0.0025717    -0.0001254    1.0252E+07   0.01457       1.0252E+07   0             1.0252E+07   0.99561      0.00075811    1.0252E+07   -0.00092586  0.00025614    1.0252E+07   0.97895      0.0020622     1.0252E+07   0.0010444    0.00017798    
   17.667       0.07006      0.015106      17.667       -0.0024157   0.00049471    17.667       0.010626     0.012189      17.667       0.0031947    -0.00035092   1.0571E+07   0.0063347     1.0571E+07   0             1.0571E+07   0.99602      0.00082666    1.0571E+07   -0.00088882  0.00023408    1.0571E+07   0.97898      0.0019794     1.0571E+07   0.0010026    0.00017032    
   18.333       0.07465      0.014645      18.333       -0.0032141   0.00054455    18.333       0.02394      0.01268       18.333       0.0040995    -0.00040356   1.0939E+07   0.0064886     1.0939E+07   0             1.0939E+07   0.9964       0.00087585    1.0939E+07   -0.00085464  0.00021855    1.0939E+07   0.97882      0.0019094     1.0939E+07   0.00096405   0.0001663     
   19           0.080205     0.014338      19           -0.0030825   0.00060658    19           0.032347     0.012943      19           0.0039889    -0.00051848   1.1246E+07   0.0043797     1.1246E+07   0             1.1246E+07   0.99636      0.00084333    1.1246E+07   -0.00082298  0.00020909    1.1246E+07   0.9787       0.0018423     1.1246E+07   0.00092834   0.00016207    
   19.667       0.084002     0.013777      19.667       -0.0036201   0.00053375    19.667       0.040433     0.012663      19.667       0.0045365    -0.00044697   1.1614E+07   0.017636      1.1614E+07   0             1.1614E+07   0.9964       0.00081383    1.1614E+07   -0.00079359  0.00020278    1.1614E+07   0.97876      0.0017769     1.1614E+07   0.00089519   0.00015524    
   20.333       0.088097     0.013444      20.333       -0.0036509   0.00055682    20.333       0.048649     0.013068      20.333       0.0045782    -0.00047335   1.1955E+07   0.0074832     1.1955E+07   0             1.1955E+07   0.99627      0.00079304    1.1955E+07   -0.00076623  0.00018991    1.1955E+07   0.97881      0.0017162     1.1955E+07   0.00086432   0.00014887    
   21           0.093916     0.01294       21           -0.0034816   0.0004849     21           0.056623     0.012891      21           0.0043722    -0.00038009   1.2257E+07   0.0032853     1.2257E+07   0             1.2257E+07   0.99637      0.00077205    1.2257E+07   -0.00074069  0.00018527    1.2257E+07   0.97822      0.0017581     1.2257E+07   0.00083551   0.00014518    
   21.667       0.098631     0.012493      21.667       -0.0024739   0.00023199    21.667       0.064574     0.012341      21.667       0.0032365    -0.00014145   1.262E+07    0.03581       1.262E+07    0             1.262E+07    0.99627      0.00073759    1.262E+07    -0.00060557  0.00016513    1.262E+07    0.97871      0.0017609     1.262E+07    0.00069733   9.8364E-05    
   22.333       0.102        0.012007      22.333       -0.0025836   0.00012032    22.333       0.07099      0.0117        22.333       0.0032674    1.7517E-05    1.2955E+07   0.016871      1.2955E+07   0             1.2955E+07   0.99624      0.00066108    1.2955E+07   -0.00032851  0.00015895    1.2955E+07   0.97923      0.0017554     1.2955E+07   0.00041741   1.3151E-05    
   23           0.10605      0.011333      23           -0.0014868   -0.00014961   23           0.075992     0.01088       23           0.0021225    0.00027427    1.3247E+07   0.016007      1.3247E+07   0             1.3247E+07   0.99628      0.00064214    1.3247E+07   -0.00031856  0.00015444    1.3247E+07   0.97962      0.001746      1.3247E+07   0.00040476   9.6569E-06    
   23.667       0.10801      0.011089      23.667       -0.00085283  -0.00031653   23.667       0.079236     0.010872      23.667       0.0013506    0.00042962    1.3549E+07   0.0043582     1.3549E+07   0             1.3549E+07   0.99625      0.00062369    1.3549E+07   -0.00030919  0.00014938    1.3549E+07   0.97932      0.0017203     1.3549E+07   0.00039286   1.1251E-05    
   24.333       0.11159      0.010661      24.333       -2.6264E-05  -0.00041959   24.333       0.082089     0.010838      24.333       0.00039127   0.00046927    1.3896E+07   0.019794      1.3896E+07   0             1.3896E+07   0.99619      0.00060794    1.3896E+07   -0.00030036  0.00014384    1.3896E+07   0.97946      0.0016764     1.3896E+07   0.00038163   1.0021E-05    
   25           0.11429      0.010319      25           0.00049596   -0.00047972   25           0.085861     0.010706      25           -0.00025753  0.00048841    1.4238E+07   0.0080816     1.4238E+07   0             1.4238E+07   0.99614      0.00059285    1.4238E+07   -0.00029201  0.00013872    1.4238E+07   0.97938      0.0016318     1.4238E+07   0.00037103   1.0248E-05    
   25.667       0.11688      0.009978      25.667       0.00048724   -0.00047924   25.667       0.089113     0.010501      25.667       -0.00035044  0.00047505    1.4593E+07   0.0041689     1.4593E+07   0             1.4593E+07   0.99618      0.00057794    1.4593E+07   -0.00028412  0.0001352     1.4593E+07   0.97909      0.0016121     1.4593E+07   0.000361     1.1537E-05    
   26.333       0.11863      0.0095657     26.333       8.6285E-05   -0.00040575   26.333       0.089513     0.01052       26.333       -0.00010897  0.00035715    1.4982E+07   0.0052734     1.4982E+07   0             1.4982E+07   0.99626      0.00056819    1.4982E+07   -0.00027664  0.0001314     1.4982E+07   0.9789       0.0015815     1.4982E+07   0.0003515    1.2292E-05    
   27           0.12127      0.0093269     27           -9.2499E-05  -0.00033486   27           0.091        0.010866      27           -7.6818E-05  0.00023606    1.5335E+07   0.0039711     1.5335E+07   0             1.5335E+07   0.99636      0.00056282    1.5335E+07   -0.00026955  0.00012722    1.5335E+07   0.97872      0.0015506     1.5335E+07   0.00034249   1.2895E-05    
   27.667       0.12332      0.0089199     27.667       -0.00026119  -0.00026602   27.667       0.090219     0.010761      27.667       -4.21E-05    0.0001438     1.5733E+07   0.010789      1.5733E+07   0             1.5733E+07   0.99658      0.0005863     1.5733E+07   -0.00026281  0.00011847    1.5733E+07   0.97881      0.0015143     1.5733E+07   0.00033393   1.2063E-05    
   28.333       0.1236       0.0086526     28.333       -0.00028046  -0.00021228   28.333       0.087294     0.010785      28.333       -0.0001458   3.8451E-05    1.6058E+07   0.0048781     1.6058E+07   0             1.6058E+07   0.9967       0.000584      1.6058E+07   -0.0002564   0.0001145     1.6058E+07   0.97883      0.0014775     1.6058E+07   0.00032578   1.1652E-05    
   29           0.12388      0.0080963     29           0.0001606    -0.00014945   29           0.084339     0.010882      29           -0.00069268  -7.6374E-05   1.6447E+07   0.013853      1.6447E+07   0             1.6447E+07   0.9967       0.00057006    1.6447E+07   -0.0002503   0.00011178    1.6447E+07   0.97916      0.0014776     1.6447E+07   0.00031803   9.4372E-06    
   29.667       0.12331      0.007873      29.667       0.00047972   1.5805E-06    29.667       0.080987     0.011092      29.667       -0.0010659   -0.00020489   1.6768E+07   0.0047388     1.6768E+07   0             1.6768E+07   0.99666      0.00055792    1.6768E+07   -0.00024448  0.00010857    1.6768E+07   0.97922      0.0014446     1.6768E+07   0.00031063   8.8921E-06    
   30.333       0.1238       0.0078147     30.333       -0.00065445  -2.869E-05    30.333       0.074295     0.011007      30.333       1.0165E-05   -7.2415E-05   1.7135E+07   0.0065016     1.7135E+07   0             1.7135E+07   0.99671      0.00054776    1.7135E+07   -0.00023892  0.00010614    1.7135E+07   0.97922      0.0014118     1.7135E+07   0.00030357   8.6813E-06    
   31           0.12294      0.0079097     31           -0.0011735   3.7221E-08    31           0.068493     0.011502      31           0.00047654   -3.9974E-05   1.7463E+07   0.0062        1.7463E+07   0             1.7463E+07   0.99672      0.00053571    1.7463E+07   -0.00023361  0.00010388    1.7463E+07   0.97918      0.0013809     1.7463E+07   0.00029683   8.6706E-06    
   31.667       0.12127      0.0080496     31.667       -0.00098441  4.8756E-06    31.667       0.061641     0.011942      31.667       0.00025287   -4.0051E-05   1.777E+07    0.0060839     1.777E+07    0             1.777E+07    0.99664      0.00053014    1.777E+07    -0.00022853  9.9673E-05    1.777E+07    0.97905      0.001357      1.777E+07    0.00029037   9.0469E-06    
   32.333       0.12028      0.008316      32.333       -0.00065431  5.1853E-05    32.333       0.05455      0.01229       32.333       -5.2673E-05  -7.682E-05    1.8096E+07   0.0080556     1.8096E+07   0             1.8096E+07   0.99663      0.00051887    1.8096E+07   -0.00022367  9.7495E-05    1.8096E+07   0.97897      0.0013305     1.8096E+07   0.00028419   9.2051E-06    
   33           0.11828      0.008318      33           0.00027273   4.7345E-05    33           0.051368     0.012351      33           -0.00092084  -0.00015499   1.8454E+07   0.024397      1.8454E+07   0             1.8454E+07   0.99659      0.00050933    1.8454E+07   -0.00021901  9.4883E-05    1.8454E+07   0.97897      0.0013027     1.8454E+07   0.00027827   9.0335E-06    
   33.667       0.11561      0.0083901     33.667       0.00053265   5.3451E-05    33.667       0.046139     0.012888      33.667       -0.0011438   -0.0001812    1.872E+07    0.0043604     1.872E+07    0             1.872E+07    0.99643      0.00052309    1.872E+07    -0.00021454  8.7299E-05    1.872E+07    0.97848      0.0013654     1.872E+07    0.00027259   1.027E-05     
   34.333       0.11284      0.0090048     34.333       0.0012199    0.00013388    34.333       0.040906     0.013498      34.333       -0.0017523   -0.00028903   1.9175E+07   0.024482      1.9175E+07   0             1.9175E+07   0.99629      0.00050325    1.9175E+07   -5.583E-05   4.2234E-05    1.9175E+07   0.97869      0.0013455     1.9175E+07   0.00011272   -1.4882E-05   
   35           0.1098       0.0092362     35           0.00087199   0.00027409    35           0.036459     0.013898      35           -0.0012661   -0.00029969   
   35.667       0.10663      0.0093757     35.667       0.00067444   0.00024655    35.667       0.037007     0.014159      35.667       -0.00093565  -0.00023719   
   36.333       0.10376      0.0093753     36.333       0.00063107   0.00029377    36.333       0.032445     0.014537      36.333       -0.00075532  -0.00025417   
   37           0.10116      0.0094455     37           0.00062156   0.00034076    37           0.03084      0.014933      37           -0.00057925  -0.00027423   
   37.667       0.096582     0.0092098     37.667       0.00054978   0.00031538    37.667       0.028908     0.015285      37.667       -0.00037798  -0.00023985   
   38.333       0.092348     0.0091319     38.333       0.00097171   0.00025838    38.333       0.025792     0.015604      38.333       -0.00067954  -0.00024275   
   39           0.088603     0.0090659     39           0.0011596    0.00029425    39           0.020006     0.016237      39           -0.00075672  -0.00028676   
   39.667       0.083809     0.0090153     39.667       0.0012137    0.00032653    39.667       0.017093     0.016845      39.667       -0.00074436  -0.00029948   
   40.333       0.078142     0.0091632     40.333       0.0010368    0.00036851    40.333       0.013203     0.01738       40.333       -0.00044271  -0.0003189    
   41           0.072497     0.0088638     41           0.0011346    0.00038202    41           0.011381     0.017494      41           -0.00046573  -0.00033732   
   41.667       0.067919     0.0088478     41.667       0.0019303    0.00047914    41.667       0.0093693    0.017556      41.667       -0.0011803   -0.00045129   
   42.333       0.061643     0.0086327     42.333       0.0020134    0.00055179    42.333       0.0063152    0.017558      42.333       -0.0012413   -0.00048894   
   43           0.056731     0.0078253     43           0.0022032    0.00064285    43           0.0054131    0.017004      43           -0.0014286   -0.00052668   
   43.667       0.050463     0.0073116     43.667       0.0022419    0.00072031    43.667       0.0013185    0.016432      43.667       -0.0014768   -0.00053597   
   44.333       0.046968     0.0069727     44.333       0.0012941    0.0007273     44.333       0.0021181    0.016034      44.333       -0.0005225   -0.00048753   
   45           0.040943     0.0060431     45           0.0007294    0.00085802    45           0.0027575    0.014889      45           2.9029E-05   -0.00048212   
   45.667       0.035398     0.0054763     45.667       0.0008405    0.00090851    45.667       0.0012745    0.01366       45.667       -0.00013279  -0.00050244   
   46.333       0.031226     0.0048815     46.333       0.00042595   0.00079615    46.333       0.001732     0.012445      46.333       0.00021639   -0.00042226   
   47           0.027405     0.0042885     47           0.00014809   0.00080366    47           0.00082431   0.010777      47           0.00041816   -0.00041651   
   47.667       0.022653     0.0034459     47.667       0.00023718   0.00068988    47.667       0.00060853   0.0091109     47.667       0.0002154    -0.00033832   
   48.333       0.017555     0.002739      48.333       -0.00026109  0.00074708    48.333       0.0023351    0.0075892     48.333       0.00064389   -0.00034861   
   49           0.013302     0.0021582     49           0.00024893   0.00046185    49           0.0027455    0.0056433     49           2.7083E-05   -0.00026903   
   49.667       0.008875     0.0012715     49.667       -0.00014052  0.00037612    49.667       0.0012191    0.0035379     49.667       0.00029378   -0.00016617   
