# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 2 --numValues 2 --inactive 2 --incycles 20 --storevectors 0 --width 50 --tol 2.22045e-16\n --arnoldimethod explicit --power --relaxed 0.1 --residual --active 50 --acycles 200 --evectors 2 --evalues 2 --seed 0 --Iterations 10 --bins 75 -r --tracks 500000 -f RelaxedTracks/50mfp.t500000.dat  seed = 722175417
# filename = RelaxedTracks/50mfp.t500000.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 2, seed = 0, width = 50, bins = 75, acycles = 200, incycles = 20, active = 50, inactive = 2, Iterations = 10, numValues = 2, relaxed = 0.1, tracks = 500000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18           19            20           21           22            23           24           25            26           27           28           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   31.667       0.13531      0.0046959     31.667       -1.1928E-20  -5.0896E-21   31.667       0.069155     0.0077745     31.667       0.00039564   -9.3598E-05   8.1975E+07   0.0080571     8.1975E+07   0             8.1975E+07   0.99682      0.00025481    8.1975E+07   5.0598E-21   1.0647E-21    8.1975E+07   0.97814      0.00034288    8.1975E+07   4.1977E-21   1.5195E-22    
   32.333       0.13171      0.0050805     32.333       4.9944E-19   1.4985E-19    32.333       0.05472      0.0076736     32.333       0.00027951   -4.6391E-05   8.3471E+07   0.009289      8.3471E+07   0             8.3471E+07   0.99679      0.00025085    8.3471E+07   1.7766E-18   -1.8751E-19   8.3471E+07   0.97812      0.00033242    8.3471E+07   -5.3277E-05  4.0306E-06    
   33           0.12796      0.0053391     33           4.9676E-19   1.4404E-19    33           0.041069     0.0077833     33           0.00016496   -2.7077E-05   8.5128E+07   0.0067852     8.5128E+07   0             8.5128E+07   0.99682      0.00024703    8.5128E+07   1.7396E-18   -1.8646E-19   8.5128E+07   0.97795      0.00036235    8.5128E+07   -5.2167E-05  3.0626E-06    
   33.667       0.12386      0.0056114     33.667       2.2709E-19   6.6854E-20    33.667       0.026451     0.0078607     33.667       5.4188E-05   -7.6459E-06   8.6799E+07   0.0062672     8.6799E+07   0             8.6799E+07   0.99681      0.00024244    8.6799E+07   1.7041E-18   -1.8018E-19   8.6799E+07   0.97766      0.00046209    8.6799E+07   -5.1102E-05  1.6297E-06    
   34.333       0.12025      0.005982      34.333       -3.8702E-20  -1.6293E-20   34.333       0.011282     0.0081276     34.333       -8.2158E-05  1.3762E-05    8.8471E+07   0.014569      8.8471E+07   0             8.8471E+07   0.9968       0.00023762    8.8471E+07   1.67E-18     -1.7599E-19   8.8471E+07   0.97769      0.00045385    8.8471E+07   -5.008E-05   1.6607E-06    
   35           0.11713      0.0061936     35           -2.1344E-20  -9.22E-21     35           -0.0031577   0.0085696     35           -0.00020515  4.0073E-05    
   35.667       0.1133       0.0063907     35.667       -2.2277E-19  -6.5333E-20   35.667       -0.017505    0.0087999     35.667       -0.00033465  6.5803E-05    
   36.333       0.10921      0.0065792     36.333       -2.0044E-20  -9.9001E-21   36.333       -0.030678    0.0091605     36.333       -0.00044622  7.3792E-05    
   37           0.10406      0.006558      37           7.7411E-20   1.6697E-20    37           -0.043824    0.0095021     37           -0.00058285  0.00011697    
   37.667       0.099455     0.0066054     37.667       -7.9681E-20  -2.626E-20    37.667       -0.055558    0.0098886     37.667       -0.00067084  0.00012295    
   38.333       0.09437      0.0066055     38.333       -6.3874E-20  -1.9819E-20   38.333       -0.06661     0.010084      38.333       -0.00074476  0.00014604    
   39           0.089933     0.0066141     39           -3.9376E-20  -1.2546E-20   39           -0.076225    0.010239      39           -0.00079748  0.00015873    
   39.667       0.08501      0.0066501     39.667       2.1627E-19   4.3942E-20    39.667       -0.08381     0.010096      39.667       -0.00084546  0.00013461    
   40.333       0.08008      0.0065934     40.333       -4.6713E-20  -1.3751E-20   40.333       -0.089787    0.0099625     40.333       -0.00085317  0.00013188    
   41           0.07515      0.0064551     41           -1.1639E-19  -2.5858E-20   41           -0.09621     0.0094552     41           -0.00084752  0.00013472    
   41.667       0.070124     0.0062648     41.667       -4.4472E-19  -8.5914E-20   41.667       -0.099319    0.0091518     41.667       -0.00085498  0.00012812    
   42.333       0.065403     0.0060324     42.333       -3.7455E-19  -7.2674E-20   42.333       -0.10055     0.008686      42.333       -0.00083365  9.8469E-05    
   43           0.060832     0.0057791     43           -1.164E-19   -2.5818E-20   43           -0.10102     0.0083113     43           -0.00084192  7.2435E-05    
   43.667       0.055804     0.0055462     43.667       -1.1817E-19  -2.6985E-20   43.667       -0.099372    0.0078256     43.667       -0.0007933   1.4443E-05    
   44.333       0.050272     0.0051862     44.333       4.2397E-20   5.8286E-21    44.333       -0.09562     0.0073253     44.333       -0.00072838  -4.515E-05    
   45           0.045104     0.0047634     45           3.6484E-20   5.5733E-21    45           -0.091525    0.0068721     45           -0.0006789   -6.9608E-05   
   45.667       0.039921     0.0043197     45.667       7.0487E-20   1.3234E-20    45.667       -0.086122    0.0062886     45.667       -0.00065221  -6.0833E-05   
   46.333       0.035043     0.0037452     46.333       -6.2294E-20  -1.7035E-20   46.333       -0.076934    0.0058694     46.333       -0.00058276  -7.6476E-05   
   47           0.029539     0.0032136     47           7.555E-20    1.4803E-20    47           -0.068921    0.0052853     47           -0.00056262  -3.5179E-05   
   47.667       0.023829     0.0027118     47.667       1.6944E-19   3.5423E-20    47.667       -0.057865    0.0046174     47.667       -0.00047419  -3.1131E-05   
   48.333       0.019292     0.0020827     48.333       1.8882E-19   3.7318E-20    48.333       -0.045786    0.0039208     48.333       -0.00037819  -1.8296E-05   
   49           0.013479     0.0015131     49           7.0121E-20   1.0108E-20    49           -0.033178    0.002988      49           -0.00026978  7.152E-06     
   49.667       0.0078478    0.00092094    49.667       -2.0537E-20  -3.0525E-21   49.667       -0.020377    0.0017674     49.667       -0.00015796  7.0359E-06    
